RepRapFirmware height map file v2 generated at 2022-03-23 23:10, min error -0.146, max error 0.080, mean -0.046, deviation 0.058
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,89.60,262.58,184.20,332.93,-1.00,34.59,29.74,6,6
 -0.035,  0.069,  0.039,  0.020, -0.011, -0.059
 -0.030,  0.080,  0.017,  0.000, -0.054, -0.083
 -0.090, -0.025,  0.020,  0.029, -0.050, -0.069
 -0.136, -0.099, -0.079, -0.067, -0.083, -0.090
 -0.146, -0.114, -0.101, -0.089, -0.090, -0.058
      0,      0,      0,      0,      0,      0
