Sample,X,Y,Z
0,-0.008,-0.012,0.980
1,0.008,-0.016,0.988
2,0.020,-0.004,0.984
3,0.020,-0.012,0.988
4,0.020,-0.004,0.996
5,0.020,-0.012,0.996
6,0.020,-0.016,0.992
7,0.016,-0.004,0.996
8,0.016,0.000,0.984
9,0.012,-0.004,0.996
10,0.012,-0.004,0.988
11,0.016,-0.004,0.992
12,0.016,0.004,0.984
13,0.016,-0.004,0.988
14,0.012,-0.004,0.980
15,0.012,-0.004,0.980
16,0.008,0.000,0.980
17,0.012,-0.008,0.988
18,0.012,0.000,0.980
19,0.012,-0.004,0.984
20,0.012,-0.008,0.980
21,0.008,-0.008,0.984
22,0.020,-0.012,0.988
23,0.012,-0.004,0.984
24,0.016,-0.008,0.973
25,0.023,0.000,1.020
26,0.023,-0.008,0.961
27,0.008,-0.004,0.988
28,0.023,-0.004,1.000
29,0.016,0.004,0.973
30,0.012,-0.004,0.992
31,0.012,-0.012,0.984
32,0.016,-0.004,0.992
33,0.012,-0.008,0.980
34,0.008,-0.016,0.980
35,0.008,0.000,0.977
36,0.008,0.000,0.977
37,0.008,0.000,0.973
38,0.008,-0.008,0.977
39,0.016,-0.004,0.980
40,0.016,-0.012,0.980
41,0.012,0.000,0.980
42,0.016,-0.008,0.984
43,0.016,-0.008,0.992
44,0.020,-0.008,0.988
45,0.016,-0.008,0.984
46,0.012,-0.008,0.992
47,0.023,0.000,0.984
48,0.016,-0.020,1.031
49,0.004,0.000,0.984
50,0.004,-0.008,0.980
51,0.016,0.000,1.000
52,0.012,-0.012,0.973
53,0.008,-0.008,0.965
54,0.012,-0.004,0.980
55,0.008,-0.004,0.984
56,0.012,0.000,0.973
57,0.016,-0.004,0.980
58,0.000,-0.004,0.984
59,0.008,-0.008,0.984
60,0.012,0.000,0.980
61,0.012,-0.008,0.980
62,0.012,0.000,0.996
63,0.012,-0.004,0.977
64,0.012,-0.008,0.992
65,0.016,-0.004,0.992
66,0.016,-0.016,1.004
67,0.016,-0.004,0.992
68,0.016,-0.004,0.992
69,0.016,-0.008,0.992
70,0.008,-0.008,0.992
71,0.016,-0.004,0.988
72,0.008,-0.008,1.000
73,0.012,-0.008,0.992
74,0.008,-0.008,0.938
75,0.004,-0.004,0.980
76,0.000,-0.004,0.961
77,0.012,0.004,0.949
78,0.004,-0.008,0.977
79,0.008,-0.004,0.984
80,0.012,0.000,0.988
81,0.012,0.000,0.980
82,0.008,-0.008,0.996
83,0.016,-0.008,0.980
84,0.020,-0.008,0.980
85,0.008,-0.004,0.992
86,0.023,-0.004,0.996
87,0.023,-0.004,0.996
88,0.020,-0.004,1.000
89,0.016,-0.008,0.984
90,0.020,-0.008,0.988
91,0.016,-0.004,0.996
92,0.012,-0.008,0.992
93,0.012,-0.004,0.988
94,0.012,-0.012,0.984
95,0.008,-0.004,0.984
96,0.008,-0.008,0.988
97,-0.012,-0.008,1.000
98,0.012,-0.008,1.008
99,0.000,-0.004,0.957
100,0.020,-0.008,1.020
101,0.023,0.000,0.984
102,0.008,0.000,0.973
103,0.012,0.000,0.977
104,0.008,-0.004,0.977
105,0.016,-0.008,0.980
106,0.012,-0.008,0.988
107,0.012,-0.012,1.000
108,0.020,-0.008,0.984
109,0.023,-0.004,0.996
110,0.020,-0.008,0.988
111,0.016,0.000,0.984
112,0.012,0.000,0.977
113,0.016,-0.008,0.988
114,0.016,0.000,0.988
115,0.012,0.000,0.980
116,0.020,-0.004,0.984
117,0.012,-0.004,0.984
118,0.016,-0.004,0.980
119,0.012,-0.004,0.980
120,-0.008,-0.004,0.980
121,0.020,-0.012,0.980
122,0.023,0.000,0.988
123,0.012,-0.008,0.980
124,0.016,-0.004,0.996
125,0.016,-0.008,0.969
126,0.012,-0.004,0.988
127,0.016,-0.004,0.988
128,0.016,-0.004,0.988
129,0.016,-0.008,1.004
130,0.020,-0.004,0.992
131,0.016,-0.008,0.988
132,0.016,-0.008,0.988
133,0.004,-0.004,0.996
134,0.020,-0.012,0.988
135,0.012,0.000,0.988
136,0.012,0.000,0.980
137,0.012,-0.004,0.992
138,0.012,0.000,0.980
139,0.008,-0.004,0.980
140,0.012,0.000,0.977
141,0.016,0.000,0.984
142,0.008,-0.004,0.980
143,0.012,-0.008,0.980
144,0.020,-0.004,0.984
145,0.000,-0.008,0.996
146,0.004,0.000,0.996
147,0.020,-0.008,1.000
148,0.008,-0.012,0.992
149,0.012,-0.012,1.051
150,0.020,-0.012,0.988
151,0.016,-0.004,0.992
152,0.020,-0.004,0.992
153,0.012,-0.004,0.996
154,0.012,-0.008,0.988
155,0.012,-0.004,0.984
156,0.016,-0.004,0.992
157,0.008,0.000,0.984
158,0.012,-0.004,0.980
159,0.008,-0.004,0.980
160,0.008,-0.004,0.973
161,0.008,0.000,0.980
162,0.016,-0.004,0.980
163,0.008,-0.008,0.977
164,0.008,-0.004,0.980
165,0.016,-0.008,0.992
166,0.012,0.000,0.992
167,0.016,-0.008,0.984
168,0.004,-0.004,0.988
169,0.020,-0.008,0.988
170,0.016,-0.008,0.992
171,0.012,-0.008,0.977
172,0.012,-0.008,1.020
173,0.039,-0.012,0.969
174,0.016,-0.008,0.980
175,0.016,-0.008,0.984
176,0.012,0.000,0.984
177,0.012,-0.004,0.992
178,0.012,-0.004,0.984
179,0.008,-0.004,0.984
180,0.008,-0.004,0.980
181,0.008,-0.004,0.973
182,0.008,0.000,0.980
183,0.012,-0.012,0.988
184,0.012,-0.008,0.980
185,0.008,-0.008,0.980
186,0.020,-0.004,0.980
187,0.016,0.000,0.984
188,0.016,-0.004,0.980
189,0.016,-0.008,0.980
190,0.016,-0.008,0.992
191,0.016,-0.004,0.992
192,0.012,-0.012,1.027
193,0.012,-0.008,0.969
194,0.008,-0.004,0.969
195,0.012,-0.012,1.004
196,0.020,-0.016,0.992
197,0.016,0.004,0.973
198,0.012,0.000,1.000
199,0.012,0.000,0.980
200,0.012,-0.004,0.980
201,0.012,-0.004,0.980
202,0.008,0.000,0.980
203,0.008,-0.008,0.980
204,0.008,-0.004,0.977
205,0.012,-0.008,0.988
206,0.012,-0.004,0.988
207,0.016,-0.004,0.988
208,0.016,-0.012,0.988
209,0.012,-0.008,0.988
210,0.016,-0.004,0.988
211,0.020,-0.012,0.992
212,0.012,-0.008,0.996
213,0.016,-0.008,0.992
214,0.016,-0.008,0.984
215,0.008,-0.008,0.988
216,-0.008,-0.016,1.012
217,0.016,0.000,0.992
218,0.023,-0.008,0.984
219,0.000,-0.004,0.988
220,0.016,-0.004,0.992
221,0.012,-0.004,0.977
222,0.012,0.000,0.980
223,0.008,-0.012,0.984
224,0.008,-0.004,0.984
225,0.008,-0.004,0.988
226,0.012,-0.008,0.984
227,0.012,-0.008,0.992
228,0.023,0.000,0.984
229,0.020,-0.008,0.984
230,0.012,-0.008,0.988
231,0.012,-0.008,0.988
232,0.016,-0.004,0.992
233,0.016,-0.004,0.992
234,0.023,-0.008,0.996
235,0.020,0.000,0.980
236,0.020,-0.004,0.988
237,0.016,-0.004,0.988
238,0.008,-0.004,0.980
239,0.012,-0.008,0.988
240,0.012,0.000,0.988
241,0.000,-0.008,0.996
242,0.020,-0.008,1.000
243,-0.008,-0.004,0.945
244,-0.004,-0.004,0.988
245,0.008,-0.012,0.980
246,0.016,-0.008,0.984
247,0.016,-0.004,0.980
248,0.020,-0.004,0.992
249,0.016,-0.008,0.984
250,0.016,-0.004,0.988
251,0.020,-0.008,0.984
252,0.016,-0.008,0.984
