Sample,X,Y,Z
417,0.047,0.031,1.051
418,0.031,-0.008,1.035
419,0.008,-0.016,0.961
420,0.012,-0.035,0.945
421,0.008,-0.047,0.949
422,0.008,-0.004,0.996
423,0.008,0.043,1.023
424,0.008,0.004,1.000
425,0.004,-0.020,0.965
426,0.000,-0.047,0.926
427,0.012,-0.031,0.965
428,0.020,0.027,1.012
429,0.020,0.051,1.031
430,0.012,-0.008,0.992
431,0.031,-0.051,0.973
432,0.020,-0.016,0.953
433,0.004,0.027,0.965
434,0.000,0.008,0.973
435,0.027,0.004,1.035
436,0.035,0.016,0.949
437,0.023,-0.004,1.000
438,0.023,-0.055,0.969
439,0.012,-0.031,0.980
440,0.027,0.016,0.988
441,0.039,0.020,1.039
442,0.031,0.000,0.996
443,-0.008,0.012,0.973
444,-0.012,-0.012,0.945
445,0.020,-0.020,1.008
446,0.008,0.004,0.984
447,0.020,-0.004,0.992
448,-0.012,-0.008,0.957
449,0.008,0.000,0.973
450,0.012,-0.016,1.012
451,0.012,-0.051,1.004
452,0.023,0.004,0.965
453,0.020,0.043,0.961
454,0.012,0.031,0.996
455,0.023,-0.016,1.043
456,0.027,-0.012,0.984
457,0.043,-0.012,0.984
458,0.016,0.000,0.949
459,0.016,-0.020,0.973
460,-0.012,-0.027,0.949
461,0.031,-0.035,1.027
462,0.020,0.020,0.957
463,0.035,0.051,1.008
464,-0.004,0.031,1.027
465,0.004,-0.031,0.988
466,0.016,-0.023,0.957
467,0.008,0.000,0.941
468,0.000,-0.008,0.980
469,-0.008,-0.023,1.004
470,0.020,-0.027,0.988
471,0.039,-0.004,0.996
472,0.035,0.027,0.977
473,0.008,0.027,1.000
474,0.004,-0.012,1.020
475,0.020,-0.008,0.973
476,0.031,-0.008,0.965
477,0.020,-0.016,1.004
478,0.008,-0.016,0.996
479,0.023,-0.004,1.008
480,0.020,-0.004,0.969
481,0.035,-0.016,0.996
482,-0.008,0.000,0.965
483,0.020,-0.004,0.992
484,0.012,0.016,0.965
485,0.020,0.043,1.027
486,0.016,-0.004,1.012
487,0.000,-0.047,0.969
488,-0.004,-0.031,0.945
489,-0.008,-0.004,0.922
490,0.016,-0.008,0.988
491,0.016,-0.016,1.020
492,0.016,0.000,0.984
493,0.027,0.020,0.980
494,0.016,0.023,0.969
495,0.027,-0.004,0.988
496,0.027,-0.008,1.023
497,0.031,0.004,1.008
498,0.016,0.023,0.980
499,0.016,-0.008,0.961
500,-0.008,-0.039,0.961
501,0.004,-0.055,0.973
502,0.008,0.012,0.988
503,0.012,0.047,1.008
504,0.020,0.008,0.992
505,-0.012,-0.035,1.008
506,0.016,-0.027,0.961
507,0.023,0.004,0.945
508,0.027,-0.004,1.012
509,0.016,-0.004,1.020
510,0.016,0.000,0.996
511,0.012,-0.004,0.984
512,0.012,-0.008,0.961
513,0.012,-0.008,0.973
514,0.004,0.012,0.977
515,0.012,0.035,1.000
516,0.012,0.020,1.016
517,0.020,-0.043,0.996
518,0.000,-0.043,0.957
519,0.023,-0.023,0.965
520,0.016,-0.008,1.000
521,0.027,0.016,1.012
522,0.031,0.020,1.035
523,0.031,0.000,1.020
524,0.008,-0.004,0.965
525,0.008,-0.012,0.957
526,0.000,-0.012,0.945
527,0.020,0.000,1.012
528,0.016,0.000,1.000
529,-0.004,-0.016,0.969
530,0.012,-0.027,0.969
531,0.027,-0.027,0.926
532,0.016,0.008,0.949
533,0.020,0.035,1.055
534,0.008,0.047,1.035
535,0.020,0.012,0.980
536,0.016,-0.012,0.957
537,0.012,-0.043,0.977
538,0.004,-0.039,0.996
539,0.012,-0.023,0.988
540,0.027,0.004,0.973
541,0.043,-0.012,1.000
542,0.031,0.004,1.031
543,0.031,0.004,1.031
544,0.012,0.000,0.988
545,0.031,0.004,1.031
546,0.023,0.035,0.953
547,0.035,0.035,1.004
548,-0.012,-0.020,0.988
549,0.000,-0.055,0.984
550,0.004,-0.027,0.953
551,0.012,0.012,0.949
552,0.008,-0.004,1.000
553,0.004,0.000,0.961
554,-0.008,0.012,0.965
555,0.016,0.004,0.973
556,0.027,-0.012,0.961
557,0.008,0.020,0.988
558,0.016,0.000,0.996
559,0.020,-0.020,1.008
560,0.031,-0.004,0.984
561,0.020,-0.020,0.977
562,0.012,-0.043,0.988
563,0.008,0.000,0.977
564,0.012,0.020,1.012
565,0.027,-0.004,1.004
566,0.023,-0.004,1.008
567,0.023,-0.004,1.008
568,0.008,0.008,0.980
569,0.016,0.000,0.984
570,0.020,-0.020,0.980
571,0.012,-0.020,0.992
572,0.004,-0.023,0.973
573,0.016,-0.004,0.965
574,0.008,0.023,0.957
575,0.023,0.008,1.000
576,0.020,-0.008,1.004
577,0.023,0.012,0.949
578,0.023,0.020,0.957
579,0.016,-0.004,0.977
580,0.012,-0.008,0.961
581,0.000,-0.008,0.996
582,0.016,-0.031,1.008
583,0.016,-0.004,0.969
584,0.020,-0.008,0.957
585,0.012,-0.043,0.969
586,0.039,-0.016,0.988
587,0.023,0.074,1.027
588,0.023,0.020,1.039
589,0.016,-0.012,1.004
590,0.012,-0.016,0.945
591,-0.004,-0.027,0.938
592,0.004,-0.039,0.973
593,0.004,0.016,1.004
594,0.000,0.012,1.004
595,0.012,-0.020,1.000
596,0.020,-0.008,0.965
597,0.027,0.004,0.965
598,0.023,0.016,0.996
599,0.031,0.023,1.027
600,0.020,0.043,0.984
601,0.012,-0.004,1.012
602,0.004,-0.062,0.957
603,0.020,-0.047,0.906
604,0.023,0.008,0.992
605,0.020,0.020,1.023
606,0.031,-0.012,1.039
607,0.004,-0.008,0.941
608,0.020,0.000,0.945
609,0.008,-0.008,0.992
610,0.020,0.004,1.020
611,0.004,0.016,1.000
612,0.020,0.000,0.977
613,0.012,-0.023,0.957
614,0.008,-0.031,0.961
615,-0.004,0.000,0.969
616,0.023,0.012,1.027
617,0.016,0.059,0.996
618,0.020,0.027,1.000
619,0.004,-0.039,0.973
620,0.004,-0.023,0.941
621,0.020,0.031,1.008
622,0.016,-0.008,1.020
623,0.027,-0.047,1.031
624,0.016,-0.023,0.949
625,0.012,-0.012,0.949
626,0.008,-0.008,1.031
627,0.047,0.016,1.066
628,0.027,0.016,1.043
629,0.023,0.016,0.988
630,0.008,-0.004,0.941
631,0.016,-0.031,0.961
632,0.016,-0.020,0.992
633,0.016,0.031,1.023
634,0.004,0.020,0.996
