RepRapFirmware height map file v2 generated at 2021-12-07 23:41, min error -0.428, max error 0.222, mean -0.127, deviation 0.149
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,20.00,304.00,20.00,287.00,-1.00,70.99,66.74,5,5
 -0.027, -0.347,  0.038,  0.008, -0.013
 -0.013, -0.172, -0.228, -0.428,  0.222
 -0.062, -0.013, -0.062, -0.053, -0.058
 -0.078, -0.332, -0.137, -0.337, -0.127
 -0.332, -0.093, -0.198, -0.278, -0.047
